Company,TypeName,OpSys,Resolution_Width,Resolution_Height,Pixels,IPS,Touchscreen,Inches,Weight,Ram,Memory_SSD,Memory_HDD,Memory_Hybrid,Memory_Flash,Gpu_Nvidia,Gpu_AMD,Gpu_Intel,Gpu_ARM,Cpu_Intel,Cpu_AMD,Cpu_Samsung,Cpu_GHz,Price
Lenovo,Notebook,Windows 10,1920,1080,2073600,1,0,13.3,1.5,4,128,0,0,0,0,0,1,0,1,0,0,2.4,29250.72
Dell,Workstation,Windows 10,1920,1080,2073600,0,0,15.6,2.23,8,0,500,0,0,0,1,0,0,1,0,0,2.6,72940.32
Dell,Workstation,Windows 10,1920,1080,2073600,1,0,15.6,2.0,8,256,0,0,0,1,0,0,0,1,0,0,2.7,113752.8
Lenovo,2 in 1 Convertible,Windows 10,2560,1440,3686400,0,1,14.0,1.42,16,512,0,0,0,0,0,1,0,1,0,0,2.7,133679.52
Asus,Gaming,Windows 10,1920,1080,2073600,0,0,17.3,3.0,8,0,1024,0,0,1,0,0,0,1,0,0,2.8,55357.92
Asus,Gaming,Windows 10,1920,1080,2073600,0,0,17.3,3.0,16,256,1024,0,0,1,0,0,0,1,0,0,2.8,84768.48
Acer,Notebook,Windows 10,1366,768,1049088,1,0,15.6,2.2,12,0,1024,0,0,1,0,0,0,1,0,0,1.6,36975.7872
MSI,Gaming,Windows 10,1920,1080,2073600,0,0,17.3,2.7,8,256,0,0,0,1,0,0,0,1,0,0,2.8,71874.72
Dell,Notebook,Linux,1920,1080,2073600,0,0,15.6,2.33,8,256,0,0,0,0,1,0,0,1,0,0,2.7,41498.1936
HP,Ultrabook,Windows 10,1920,1080,2073600,0,0,15.6,1.91,4,256,0,0,0,0,1,0,0,0,1,0,3.0,26586.72
Lenovo,Notebook,Windows 10,1920,1080,2073600,1,0,15.6,2.1,8,256,0,0,0,0,1,0,0,1,0,0,1.8,65510.9568
Lenovo,Notebook,Windows 10,1920,1080,2073600,1,0,14.0,1.9,8,256,0,0,0,0,0,1,0,1,0,0,2.5,49976.64
Dell,Workstation,Windows 10,3840,2160,8294400,0,1,15.6,1.78,8,256,0,0,0,1,0,0,0,1,0,0,2.8,144495.36
Lenovo,Ultrabook,Windows 10,2560,1440,3686400,1,0,14.0,1.13,16,1024,0,0,0,0,0,1,0,1,0,0,2.7,139860.0
Lenovo,Notebook,Windows 10,1366,768,1049088,0,0,15.6,2.2,4,0,1024,0,0,0,0,1,0,1,0,0,1.1,16303.68
Asus,Gaming,Windows 10,1920,1080,2073600,0,0,17.3,2.9,16,256,1024,0,0,1,0,0,0,1,0,0,2.8,81465.12
Lenovo,Notebook,Windows 10,1920,1080,2073600,1,0,15.6,2.1,8,256,1024,0,0,0,1,0,0,1,0,0,1.6,60978.96
Acer,Notebook,Linux,1920,1080,2073600,0,0,15.6,2.5,8,256,0,0,0,1,0,0,0,1,0,0,2.8,46833.12
MSI,Gaming,Windows 10,1920,1080,2073600,0,0,17.3,2.8,16,256,1024,0,0,1,0,0,0,1,0,0,2.8,119826.72
Asus,Ultrabook,Windows 10,1920,1080,2073600,0,0,14.0,1.1,8,512,0,0,0,0,0,1,0,1,0,0,2.7,99793.44
Toshiba,Ultrabook,Windows 10,1920,1080,2073600,0,0,13.3,1.2,16,512,0,0,0,0,0,1,0,1,0,0,2.5,93080.16
Dell,Ultrabook,Windows 10,1920,1080,2073600,0,0,14.0,1.36,8,512,0,0,0,0,0,1,0,1,0,0,2.8,89510.4
Lenovo,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.2,4,0,500,0,0,0,0,1,0,1,0,0,2.0,21791.52
Lenovo,Notebook,Windows 10,1366,768,1049088,0,0,11.6,1.15,2,0,0,0,32,0,0,1,0,1,0,0,1.1,16221.096
Lenovo,Workstation,Windows 10,1920,1080,2073600,0,0,15.6,2.67,8,512,0,0,0,1,0,0,0,1,0,0,2.8,102564.0
Lenovo,Ultrabook,Windows 10,2560,1440,3686400,1,0,14.0,1.7,8,512,0,0,0,1,0,0,0,1,0,0,2.8,103523.04
HP,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.1,4,0,1024,0,0,0,1,0,0,1,0,0,2.0,24988.32
Acer,2 in 1 Convertible,Windows 10,1920,1080,2073600,1,1,13.3,1.6,8,256,0,0,0,0,0,1,0,1,0,0,2.5,42038.4528
Asus,2 in 1 Convertible,Windows 10,1920,1080,2073600,1,1,13.3,1.27,8,256,0,0,0,0,0,1,0,1,0,0,2.5,49443.84
Dell,Notebook,Linux,1920,1080,2073600,0,0,15.6,2.3,4,256,0,0,0,0,1,0,0,1,0,0,2.5,31909.392
Dell,Notebook,Windows 10,1366,768,1049088,0,0,13.3,1.65,4,128,0,0,0,0,0,1,0,1,0,0,2.0,36709.92
HP,Ultrabook,Windows 10,1920,1080,2073600,0,0,14.0,1.43,8,256,0,0,0,0,0,1,0,1,0,0,2.5,79920.0
Dell,Notebook,Windows 10,1366,768,1049088,0,0,15.6,2.14,8,0,1024,0,0,0,0,1,0,1,0,0,2.5,28768.536
Lenovo,Ultrabook,Windows 10,1920,1080,2073600,1,0,14.0,1.75,8,256,0,0,0,0,1,0,0,1,0,0,1.8,64755.4464
Lenovo,2 in 1 Convertible,Windows 10,3840,2160,8294400,1,1,15.6,2.0,16,512,0,0,0,1,0,0,0,1,0,0,2.8,101178.72
Chuwi,Notebook,Windows 10,2736,1824,4990464,1,0,12.3,1.4,6,0,0,0,64,0,0,1,0,1,0,0,1.1,23922.72
HP,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.31,8,256,0,0,0,0,0,1,0,1,0,0,2.9,76030.56
Asus,Notebook,Linux,1920,1080,2073600,0,0,15.6,2.3,8,0,1024,0,0,1,0,0,0,1,0,0,2.4,31808.16
Dell,Gaming,Windows 10,2560,1440,3686400,1,0,17.3,4.42,16,256,1024,0,0,1,0,0,0,1,0,0,2.9,149130.72
Dell,Gaming,Windows 10,1920,1080,2073600,1,0,15.6,2.62,8,128,1024,0,0,1,0,0,0,1,0,0,2.8,61751.52
Dell,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.02,8,256,2048,0,0,0,1,0,0,1,0,0,1.8,60867.072
Dell,Ultrabook,Linux,1920,1080,2073600,0,0,14.0,1.6,8,256,0,0,0,0,0,1,0,1,0,0,2.8,58554.72
HP,Gaming,Windows 10,1920,1080,2073600,0,0,17.3,3.35,12,256,1024,0,0,1,0,0,0,1,0,0,2.8,106506.72
Mediacom,2 in 1 Convertible,Windows 10,1920,1080,2073600,1,1,11.6,1.16,4,32,0,0,0,0,0,1,0,1,0,0,1.1,15930.72
Samsung,Netbook,Chrome OS,1366,768,1049088,0,0,11.6,1.15,4,0,0,0,16,0,0,1,0,1,0,0,1.6,14332.32
Lenovo,Notebook,Windows 10,1920,1080,2073600,1,0,13.3,1.4,8,256,0,0,0,0,0,1,0,1,0,0,2.7,53812.8
Lenovo,Notebook,Windows 10,1920,1080,2073600,1,0,14.0,1.7,4,128,0,0,0,0,0,1,0,1,0,0,2.7,31914.72
Lenovo,Workstation,Windows 10,3840,2160,8294400,1,0,15.6,2.3,16,512,0,0,0,1,0,0,0,1,0,0,2.8,130269.6
Lenovo,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.5,16,512,0,0,0,1,0,0,0,1,0,0,2.9,130482.72
Asus,Gaming,Windows 10,1920,1080,2073600,0,0,17.3,3.2,8,256,1024,0,0,0,1,0,0,0,1,0,3.2,90309.6
HP,Notebook,Windows 10,1366,768,1049088,0,0,15.6,2.1,4,0,500,0,0,0,0,1,0,1,0,0,1.6,18488.16
Google,Ultrabook,Chrome OS,2400,1600,3840000,0,1,12.3,1.1,16,512,0,0,0,0,0,1,0,1,0,0,1.3,117162.72
Lenovo,Ultrabook,Windows 10,2560,1440,3686400,0,0,14.0,1.32,24,512,0,0,0,0,0,1,0,1,0,0,2.7,126912.96
Asus,Notebook,Linux,1920,1080,2073600,0,0,15.6,2.0,4,256,0,0,0,0,0,1,0,1,0,0,2.5,29783.52
Lenovo,Notebook,Windows 10,1600,900,1440000,0,0,17.3,2.8,8,0,1024,0,0,0,1,0,0,0,1,0,2.5,27652.32
Dell,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.2,4,256,0,0,0,0,1,0,0,1,0,0,1.6,39906.72
Lenovo,Ultrabook,Windows 10,1920,1080,2073600,1,0,12.5,1.36,8,256,0,0,0,0,0,1,0,1,0,0,2.5,76137.12
Lenovo,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.2,4,128,0,0,0,0,0,1,0,1,0,0,1.1,18594.72
HP,Gaming,Windows 10,1920,1080,2073600,1,0,15.6,2.2,8,128,1024,0,0,1,0,0,0,1,0,0,2.8,58554.72
Dell,Notebook,Windows 10,1920,1080,2073600,0,0,14.0,1.64,8,256,0,0,0,1,0,0,0,1,0,0,2.8,62817.12
Acer,Notebook,Linux,1366,768,1049088,0,0,15.6,2.4,4,0,500,0,0,0,0,1,0,1,0,0,2.5,23539.104
Dell,Workstation,Windows 10,1920,1080,2073600,0,0,15.6,2.23,8,0,1024,0,64,1,0,0,0,1,0,0,3.0,106187.04
MSI,Gaming,Windows 10,1920,1080,2073600,0,0,15.6,2.2,8,256,0,0,0,1,0,0,0,1,0,0,2.5,54757.9872
Microsoft,Ultrabook,Windows 10 S,2256,1504,3393024,0,1,13.5,1.25,16,512,0,0,0,0,0,1,0,1,0,0,2.5,137941.92
HP,Notebook,Windows 10,1366,768,1049088,0,0,15.6,1.91,8,128,0,0,0,0,0,1,0,1,0,0,2.5,31381.92
Dell,Workstation,Windows 10,1920,1080,2073600,1,0,15.6,2.17,16,256,0,0,0,1,0,0,0,1,0,0,2.7,105228.0
HP,Workstation,Windows 10,1920,1080,2073600,1,0,15.6,2.31,8,512,0,0,0,0,0,1,0,1,0,0,2.9,81731.52
Lenovo,Notebook,Windows 10,1920,1080,2073600,0,0,14.0,1.65,8,256,0,0,0,0,0,1,0,1,0,0,2.5,71661.6
Dell,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.36,8,128,1024,0,0,0,1,0,0,1,0,0,1.8,52161.12
Dell,2 in 1 Convertible,Windows 10,1366,768,1049088,0,1,11.6,1.47,4,0,500,0,0,0,0,1,0,1,0,0,1.6,25521.12
Dell,Notebook,Windows 10,1920,1080,2073600,1,0,17.3,4.42,8,0,1024,0,0,1,0,0,0,1,0,0,2.7,109010.88
Microsoft,Ultrabook,Windows 10 S,2256,1504,3393024,0,1,13.5,1.252,4,128,0,0,0,0,0,1,0,1,0,0,2.2,52693.92
Microsoft,Ultrabook,Windows 10 S,2256,1504,3393024,0,1,13.5,1.25,8,256,0,0,0,0,0,1,0,1,0,0,2.5,95850.72
HP,Notebook,Windows 10,1600,900,1440000,0,0,17.3,2.5,8,256,0,0,0,0,0,1,0,1,0,0,2.0,34093.872
Acer,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.23,4,0,1024,0,0,1,0,0,0,1,0,0,2.0,28984.32
Acer,Netbook,Windows 10,1366,768,1049088,0,0,11.6,1.4,4,128,0,0,0,0,0,1,0,1,0,0,1.6,23176.8
Asus,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.37,8,0,1024,0,0,0,0,1,0,1,0,0,2.5,39906.72
Lenovo,Notebook,No OS,1920,1080,2073600,1,0,14.0,1.5,8,512,0,0,0,0,1,0,0,1,0,0,2.7,42570.72
Lenovo,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.67,8,256,0,0,0,1,0,0,0,1,0,0,2.9,111355.2
Asus,Notebook,Windows 10,1366,768,1049088,0,0,15.6,2.0,4,0,500,0,0,0,0,1,0,1,0,0,1.1,16197.12
Acer,Notebook,Windows 10,1366,768,1049088,0,0,15.6,2.2,4,0,500,0,0,1,0,0,0,1,0,0,2.0,24988.32
Dell,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.02,8,0,2048,0,0,0,1,0,0,1,0,0,1.6,40439.52
HP,Gaming,Windows 10,1920,1080,2073600,1,0,17.3,3.78,12,0,1024,0,0,1,0,0,0,1,0,0,2.8,90522.72
Lenovo,Ultrabook,Windows 10,2560,1440,3686400,1,0,14.0,1.4,12,256,0,0,0,0,0,1,0,1,0,0,2.6,98994.24
HP,2 in 1 Convertible,Windows 10,3840,2160,8294400,1,1,13.3,1.29,8,512,0,0,0,0,0,1,0,1,0,0,1.8,106506.72
HP,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,1.9,8,0,500,0,0,0,1,0,0,1,0,0,2.5,61485.12
Google,Ultrabook,Chrome OS,2400,1600,3840000,0,1,12.3,1.1,8,128,0,0,0,0,0,1,0,1,0,0,1.2,67932.0
Dell,Ultrabook,Windows 10,1920,1080,2073600,0,1,13.3,1.42,8,256,0,0,0,0,0,1,0,1,0,0,1.6,98133.768
Asus,Notebook,Windows 10,3840,2160,8294400,1,0,15.6,2.06,12,128,1024,0,0,0,0,1,0,1,0,0,2.6,69210.72
Dell,Notebook,Windows 10,1366,768,1049088,0,0,14.0,1.79,8,128,0,0,0,0,0,1,0,1,0,0,2.3,39427.2
Dell,Workstation,Windows 10,1920,1080,2073600,0,0,15.6,1.78,8,256,0,0,0,1,0,0,0,1,0,0,2.8,128298.24
Lenovo,Notebook,Windows 10,1920,1080,2073600,0,0,14.0,1.7,8,180,0,0,0,0,0,1,0,1,0,0,2.5,72673.92
Dell,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.2,8,0,1024,0,0,0,1,0,0,1,0,0,1.6,35964.0
Toshiba,Notebook,Windows 10,1920,1080,2073600,1,0,13.3,1.05,8,256,0,0,0,0,0,1,0,1,0,0,2.5,89084.16
Dell,Notebook,Windows 10,1920,1080,2073600,1,0,15.6,2.16,8,512,0,0,0,1,0,0,0,1,0,0,1.8,67239.36
Dell,Notebook,Windows 10,1366,768,1049088,0,0,15.6,2.18,4,0,1024,0,0,0,0,1,0,1,0,0,2.4,31254.048
HP,Notebook,Windows 10,1920,1080,2073600,1,0,13.3,1.49,4,128,0,0,0,0,0,1,0,1,0,0,1.6,38681.28
Chuwi,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,1.89,4,0,0,0,64,0,0,1,0,1,0,0,1.44,13261.392
Lenovo,Notebook,Windows 10,1366,768,1049088,0,0,15.6,2.3,4,128,0,0,0,0,0,1,0,1,0,0,2.0,30103.2
Lenovo,Notebook,Windows 10,1920,1080,2073600,1,0,14.0,1.75,8,256,0,0,0,0,0,1,0,1,0,0,1.6,55890.72
Dell,Workstation,Windows 10,1920,1080,2073600,1,0,15.6,2.17,16,512,0,0,0,1,0,0,0,1,0,0,2.7,124568.64
Dell,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.06,16,512,0,0,0,1,0,0,0,1,0,0,2.8,101178.72
Lenovo,Ultrabook,Windows 10,1920,1080,2073600,1,0,12.5,1.36,16,512,0,0,0,0,0,1,0,1,0,0,2.7,95797.44
Asus,Ultrabook,Windows 10,1920,1080,2073600,0,0,12.5,0.91,16,512,0,0,0,0,0,1,0,1,0,0,2.7,103896.0
Lenovo,Notebook,Windows 10,1920,1080,2073600,1,0,15.6,2.3,8,256,0,0,0,1,0,0,0,1,0,0,2.5,53918.8272
Toshiba,Ultrabook,Windows 10,1920,1080,2073600,0,1,13.3,1.05,32,512,0,0,0,0,0,1,0,1,0,0,2.7,149130.72
Asus,Gaming,Windows 10,1920,1080,2073600,0,0,15.6,1.99,8,128,1024,0,0,1,0,0,0,1,0,0,2.8,71928.0
Acer,Notebook,Windows 10,1366,768,1049088,0,0,15.6,2.2,8,0,1024,0,0,0,1,0,0,0,1,0,2.5,30849.12
Asus,Gaming,Windows 10,1920,1080,2073600,1,1,17.3,4.33,24,256,1024,0,0,1,0,0,0,1,0,0,2.6,67612.32
Lenovo,Ultrabook,Windows 10,1366,768,1049088,1,0,12.5,1.3,8,180,0,0,0,0,0,1,0,1,0,0,2.3,58554.72
Lenovo,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.17,8,256,0,0,0,0,0,1,0,1,0,0,1.8,47893.392
HP,Notebook,Windows 10,1920,1080,2073600,0,0,14.0,1.48,8,1024,0,0,0,0,0,1,0,1,0,0,2.8,93186.72
Lenovo,Notebook,Windows 10,1920,1080,2073600,1,0,13.3,1.4,8,256,0,0,0,0,0,1,0,1,0,0,2.4,50562.72
Lenovo,Notebook,Windows 10,1920,1080,2073600,1,0,15.6,2.3,8,256,0,0,0,0,0,1,0,1,0,0,2.5,48538.08
Asus,Netbook,Windows 10 S,1366,768,1049088,0,0,11.6,1.2,4,0,0,0,64,0,0,1,0,1,0,0,1.1,18115.2
HP,Notebook,Windows 10,1366,768,1049088,0,0,15.6,1.91,8,256,0,0,0,0,1,0,0,1,0,0,2.5,32979.7872
Lenovo,2 in 1 Convertible,Windows 10,1920,1080,2073600,1,1,13.9,1.4,8,256,0,0,0,0,0,1,0,1,0,0,1.6,85194.72
Lenovo,Notebook,Windows 10,1366,768,1049088,0,0,14.0,2.1,4,0,500,0,0,0,0,1,0,1,0,0,1.1,15930.72
Lenovo,Netbook,Chrome OS,1366,768,1049088,0,0,11.6,1.25,4,16,0,0,0,0,0,1,0,1,0,0,1.6,14119.2
Lenovo,Notebook,Windows 10,1920,1080,2073600,0,0,13.3,1.44,8,256,0,0,0,0,0,1,0,1,0,0,2.5,50562.72
Asus,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.0,8,256,1024,0,0,0,0,1,0,1,0,0,2.7,65214.72
Acer,Notebook,Windows 10,1920,1080,2073600,1,0,15.6,2.2,4,0,1024,0,0,1,0,0,0,1,0,0,1.6,32660.64
HP,Ultrabook,Windows 10,1920,1080,2073600,1,0,13.3,1.34,8,512,0,0,0,0,0,1,0,1,0,0,2.7,70489.44
Lenovo,Gaming,No OS,1920,1080,2073600,1,0,15.6,2.4,8,256,1024,0,0,1,0,0,0,1,0,0,2.8,61218.72
Dell,Ultrabook,Windows 10,1920,1080,2073600,1,1,13.3,1.29,8,128,0,0,0,0,0,1,0,1,0,0,2.5,47898.72
Acer,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.2,4,0,500,0,0,1,0,0,0,1,0,0,2.7,34045.92
Dell,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.18,8,0,1024,0,0,0,0,1,0,1,0,0,2.5,44542.08
Dell,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.2,16,256,2048,0,0,0,1,0,0,1,0,0,1.8,64961.1072
Xiaomi,Notebook,No OS,1920,1080,2073600,1,0,15.6,1.95,16,256,0,0,0,1,0,0,0,1,0,0,1.8,74589.336
Asus,Netbook,Windows 10,1366,768,1049088,0,0,11.6,1.1,2,0,0,0,32,0,0,1,0,1,0,0,1.1,13053.6
HP,Notebook,Windows 10,1366,768,1049088,0,1,15.6,2.04,4,0,1024,0,0,0,0,1,0,1,0,0,1.6,27783.9216
Asus,Gaming,Windows 10,1920,1080,2073600,0,0,15.6,2.24,24,512,0,0,0,1,0,0,0,1,0,0,2.8,158135.04
HP,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.04,8,256,0,0,0,1,0,0,0,1,0,0,2.5,47365.92
Asus,Gaming,Windows 10,1920,1080,2073600,0,0,17.3,3.0,16,256,1024,0,0,1,0,0,0,1,0,0,2.8,80133.12
Lenovo,Gaming,Windows 10,1920,1080,2073600,1,0,15.6,3.2,8,256,1024,0,0,1,0,0,0,1,0,0,2.8,74538.72
HP,Ultrabook,Windows 10,1920,1080,2073600,1,0,13.3,1.32,8,256,0,0,0,0,0,1,0,1,0,0,2.7,74538.72
Dell,Notebook,Windows 10,1920,1080,2073600,0,0,14.0,1.64,8,256,0,0,0,0,0,1,0,1,0,0,2.6,68184.0144
HP,Notebook,Windows 10,1366,768,1049088,0,0,15.6,1.63,4,128,0,0,0,0,0,1,0,1,0,0,2.0,36709.92
Dell,Notebook,Linux,1920,1080,2073600,1,0,17.3,2.8,8,128,1024,0,0,0,1,0,0,1,0,0,1.6,47365.92
Lenovo,Notebook,Windows 7,1920,1080,2073600,0,0,14.0,2.02,8,256,0,0,0,0,0,1,0,1,0,0,2.3,71395.2
Lenovo,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.2,4,0,1024,0,0,1,0,0,0,1,0,0,2.7,42570.72
Lenovo,Notebook,No OS,1366,768,1049088,0,0,15.6,2.2,8,0,2048,0,0,1,0,0,0,1,0,0,2.0,24455.52
Dell,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.3,4,0,500,0,0,0,1,0,0,1,0,0,2.5,31168.8
Dell,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,1.9,8,256,0,0,0,0,0,1,0,1,0,0,2.8,73366.56
Dell,Gaming,Windows 10,1920,1080,2073600,1,0,17.3,4.42,16,128,1024,0,0,1,0,0,0,1,0,0,2.8,160520.3856
Toshiba,Notebook,Windows 10,1920,1080,2073600,1,0,15.6,2.0,8,0,500,0,0,0,0,1,0,1,0,0,2.5,45820.8
Asus,Notebook,Windows 10,3840,2160,8294400,1,0,15.6,2.0,8,256,1024,0,0,1,0,0,0,1,0,0,2.7,69210.72
Mediacom,Notebook,Windows 10,1920,1080,2073600,1,0,13.3,1.2,4,32,0,0,0,0,0,1,0,1,0,0,1.1,19660.32
Asus,Gaming,Windows 10,1920,1080,2073600,1,0,15.6,2.3,8,128,1024,0,0,1,0,0,0,1,0,0,2.5,87858.72
Dell,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,1.93,8,256,0,0,0,1,0,0,0,1,0,0,2.8,72940.32
Dell,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.2,8,256,0,0,0,0,1,0,0,1,0,0,1.6,42486.0048
HP,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,1.86,4,256,0,0,0,0,0,1,0,1,0,0,1.6,21258.1872
HP,Gaming,Windows 10,1920,1080,2073600,0,0,17.3,2.62,12,0,1024,0,0,1,0,0,0,1,0,0,2.8,95850.72
Lenovo,Notebook,Windows 10,1920,1080,2073600,1,0,14.0,1.87,8,256,0,0,0,1,0,0,0,1,0,0,2.7,45767.52
Dell,Ultrabook,Windows 10,3200,1800,5760000,0,1,13.3,1.2,8,256,0,0,0,0,0,1,0,1,0,0,1.8,74538.72
Dell,Notebook,Windows 10,1920,1080,2073600,0,0,14.0,1.6,4,128,0,0,0,0,0,1,0,1,0,0,2.0,39207.1536
HP,Ultrabook,Windows 10,3200,1800,5760000,1,0,13.3,1.34,8,256,0,0,0,0,0,1,0,1,0,0,2.7,61005.6
Acer,Gaming,Linux,1920,1080,2073600,0,0,15.6,2.4,8,0,1024,0,0,1,0,0,0,1,0,0,2.5,42517.44
Asus,Notebook,Windows 10,1366,768,1049088,0,0,15.6,2.0,4,0,500,0,0,0,1,0,0,0,1,0,1.8,18594.72
HP,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.1,4,128,0,0,0,0,0,1,0,1,0,0,2.4,37589.04
Lenovo,Notebook,Windows 10,1920,1080,2073600,0,0,14.0,1.87,4,0,500,0,0,0,0,1,0,1,0,0,2.5,41824.8
Lenovo,Notebook,No OS,1920,1080,2073600,0,0,15.6,2.15,4,0,1024,0,0,0,0,1,0,1,0,0,2.3,24634.008
HP,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,1.86,4,0,500,0,0,0,0,1,0,1,0,0,2.0,21152.16
Lenovo,Notebook,Windows 10,1920,1080,2073600,1,0,15.6,1.99,8,512,0,0,0,0,0,1,0,1,0,0,2.7,92121.12
Lenovo,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.2,4,128,0,0,0,0,0,1,0,1,0,0,2.0,26586.72
Dell,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,1.9,8,256,0,0,0,0,0,1,0,1,0,0,2.5,59513.2272
Dell,Gaming,Windows 10,1920,1080,2073600,1,0,17.3,4.42,16,256,1024,0,0,1,0,0,0,1,0,0,2.8,143802.72
HP,Notebook,Windows 10,1600,900,1440000,0,0,17.3,2.65,8,0,1024,0,0,0,0,1,0,1,0,0,2.0,28992.312
HP,Notebook,Windows 10,1920,1080,2073600,0,0,17.3,2.63,8,0,1024,0,0,1,0,0,0,1,0,0,2.7,68198.4
Asus,Notebook,Linux,1366,768,1049088,0,0,15.6,2.0,4,0,500,0,0,0,0,1,0,1,0,0,1.1,11934.72
Mediacom,Notebook,Windows 10,1920,1080,2073600,1,0,13.3,1.35,4,0,0,0,32,0,0,1,0,1,0,0,1.44,13586.4
Lenovo,Notebook,Windows 10,1600,900,1440000,0,0,17.3,2.8,6,128,1024,0,0,1,0,0,0,1,0,0,2.7,50562.72
HP,Notebook,Windows 10,1920,1080,2073600,1,0,15.6,1.91,6,128,0,0,0,0,1,0,0,0,1,0,2.5,30310.992
Dell,Notebook,Windows 10,1366,768,1049088,0,0,15.6,2.18,4,0,1024,0,0,0,1,0,0,1,0,0,2.0,32921.712
Acer,2 in 1 Convertible,Windows 10,1920,1080,2073600,1,1,11.6,1.25,4,0,0,0,32,0,0,1,0,1,0,0,2.0,18594.72
Lenovo,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.05,4,128,0,0,0,0,0,1,0,1,0,0,2.7,33566.4
HP,Ultrabook,Windows 10,3200,1800,5760000,1,1,13.3,1.16,16,512,0,0,0,0,0,1,0,1,0,0,1.2,104695.2
Lenovo,Notebook,Windows 10,1920,1080,2073600,1,0,17.3,3.4,8,256,0,0,0,1,0,0,0,1,0,0,2.8,159786.72
Asus,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.5,8,128,1024,0,0,1,0,0,0,1,0,0,2.5,44701.92
Dell,Ultrabook,Windows 10,3840,2160,8294400,1,1,13.3,1.21,8,128,0,0,0,0,0,1,0,1,0,0,1.6,85194.72
Dell,Notebook,Windows 10,1366,768,1049088,0,0,15.6,1.93,4,0,500,0,0,0,0,1,0,1,0,0,2.6,51095.52
Fujitsu,Notebook,Windows 10,1366,768,1049088,0,0,15.6,2.2,8,0,1024,0,0,0,0,1,0,1,0,0,2.5,39373.92
Lenovo,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.2,4,0,500,0,0,0,0,1,0,1,0,0,1.1,18328.32
Lenovo,Notebook,Windows 10,1366,768,1049088,0,0,14.0,2.02,4,0,500,0,0,0,0,1,0,1,0,0,2.5,52747.2
HP,Workstation,Windows 10,1600,900,1440000,0,0,17.3,3.14,8,0,500,0,0,1,0,0,0,1,0,0,2.8,99153.5472
HP,Notebook,Windows 10,1366,768,1049088,0,0,14.0,1.94,8,0,2048,0,0,0,0,1,0,1,0,0,1.6,20725.92
HP,Notebook,Windows 10,1920,1080,2073600,1,0,15.6,1.95,6,256,0,0,0,0,1,0,0,0,1,0,3.0,34578.72
Lenovo,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.3,8,256,0,0,0,0,0,1,0,1,0,0,2.5,44222.4
Lenovo,Notebook,Windows 10,1920,1080,2073600,0,0,15.6,2.05,4,0,500,0,0,0,0,1,0,1,0,0,1.6,36496.8
Mediacom,Notebook,Windows 10,1920,1080,2073600,0,0,14.0,1.4,4,32,0,0,0,0,0,1,0,1,0,0,1.44,13266.72
Toshiba,Ultrabook,Windows 10,1920,1080,2073600,0,1,14.0,1.24,16,512,0,0,0,0,0,1,0,1,0,0,2.7,99367.2
Lenovo,Gaming,Windows 10,1920,1080,2073600,1,0,17.3,4.6,32,256,1024,0,0,1,0,0,0,1,0,0,2.7,141884.64
MSI,Gaming,Windows 10,1920,1080,2073600,0,0,17.3,4.14,16,512,1024,0,0,1,0,0,0,1,0,0,2.9,145401.12
Dell,Notebook,Linux,1920,1080,2073600,0,0,15.6,2.2,8,256,0,0,0,0,1,0,0,1,0,0,2.7,39907.2528
